图片	识别内容																																						
	"{
  ""合同签订主体"": ""甲方：北京京荣徽科技有限公司；乙方：嘉益代理记账有限公司"",
  ""合同名称"": ""代理记账合同"",
  ""客户名称"": ""北京京荣徽科技有限公司"",
  ""合同含税金额"": null,
  ""合同不含税金额"": null,
  ""税率"": null,
  ""开票类型"": null,
  ""合同交付标的"": ""代理建账、记账（含每月做账报税、装订凭证及账簿、提供财务报表）、代理申报纳税、财务管理咨询"",
  ""履约条款（交付验收节点）"": ""1. 乙方每月提供做账报税、装订会计凭证/账簿及资产负债表、利润表、所得税报表；2. 甲方应在每月5日前向乙方提供真实、完整的会计资料（包括发票、银行对账单等）；3. 乙方协助甲方接受税务检查"",
  ""确收材料"": ""会计凭证、账簿、资产负债表、利润表、季度企业所得税报表、银行对账单、往来单据"",
  ""结算回款条款"": null,
  ""项目发生地"": null,
  ""交付周期"": ""2023年4月至2028年4月"",
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2023-04-01"",
  ""合同截止时间"": ""2028-04-30""
}"																																						
																																							
	"{
  ""合同签订主体"": ""陕西银巡科技有限公司、李朋波"",
  ""合同名称"": ""公司向股东借款合同"",
  ""客户名称"": ""陕西银巡科技有限公司"",
  ""合同含税金额"": ""人民币100,000.00元"",
  ""合同不含税金额"": null,
  ""税率"": null,
  ""开票类型"": null,
  ""合同交付标的"": ""借款"",
  ""履约条款（交付验收节点）"": ""出借方于合同签订之日起10日内，将该款项一次性汇到借款方指定的账户。"",
  ""确收材料"": null,
  ""结算回款条款"": ""还款期限：借款到期前借款人将本金和利息（如有）一次性支付至出借方指定账户。"",
  ""项目发生地"": ""陕西省西安市"",
  ""交付周期"": ""2023-03-24 至 2023-09-24"",
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2023-03-24"",
  ""合同截止时间"": ""2023-09-24""
}"																																						
																																					
																																					
																																							
																																							
	"{
  ""合同签订主体"": ""中国铁塔股份有限公司广州市分公司、润建股份有限公司"",
  ""合同名称"": ""智联业务内部验收证书"",
  ""客户名称"": ""中国铁塔股份有限公司广州市分公司"",
  ""合同含税金额"": null,
  ""合同不含税金额"": null,
  ""税率"": null,
  ""开票类型"": null,
  ""合同交付标的"": ""新增安装2台智能球机、2台高清球机"",
  ""履约条款（交付验收节点）"": ""2025年3月20日完工，2025年4月11日通过验收，验收结论为合格"",
  ""确收材料"": ""智联业务内部验收证书"",
  ""结算回款条款"": null,
  ""项目发生地"": ""番禺石楼镇沙南（海鸥岛）G7.21#工作井"",
  ""交付周期"": ""2025-03-20 至 2025-03-20"",
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2025-03-20"",
  ""合同截止时间"": ""2025-03-20""
}"																																						
																																							
	"{
  ""合同签订主体"": ""中国铁塔股份有限公司广州市分公司、润建股份有限公司"",
  ""合同名称"": ""智联设备质量交维验收表"",
  ""客户名称"": ""中国铁塔股份有限公司广州市分公司"",
  ""合同含税金额"": null,
  ""合同不含税金额"": null,
  ""税率"": null,
  ""开票类型"": null,
  ""合同交付标的"": ""智联终端设备/服务器设备安装、光缆传输及网络调试"",
  ""履约条款（交付验收节点）"": ""各项验收内容（信号线/电源线、设备安装、防雷接地、光缆传输、网络测试等）均验收合格，验收日期为 2025-04-11"",
  ""确收材料"": ""智联设备质量交维验收表"",
  ""结算回款条款"": null,
  ""项目发生地"": ""广州市番禺区骏马大道T"",
  ""交付周期"": ""未知 至 2025-04-11"",
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": null,
  ""合同截止时间"": ""2025-04-11""
}"																																						
																																							
	"{
  ""合同签订主体"": ""中国铁塔股份有限公司[广东省]分公司、[润建股份有限公司]"",
  ""合同名称"": ""珠江三角洲水资源配置工程沿线地面及边坡视频监控系统采购项目购销及框架合同"",
  ""客户名称"": ""中国铁塔股份有限公司[广东省]分公司"",
  ""合同含税金额"": null,
  ""合同不含税金额"": null,
  ""税率"": null,
  ""开票类型"": null,
  ""合同交付标的"": ""珠江三角洲水资源配置工程沿线地面及边坡视频监控系统"",
  ""履约条款（交付验收节点）"": null,
  ""确收材料"": null,
  ""结算回款条款"": null,
  ""项目发生地"": ""广东省广州市"",
  ""交付周期"": null,
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": null,
  ""合同截止时间"": null
}"																																						
																																							
																																							
																																							
																																							
																																							
下面是合成数据集																																							
测试集编号	合同原文 (Markdown 模拟)	预期识别结果 (JSON)																																					
DS-L1-01	"# 软件系统技术服务合同

**甲方（发包方/客户）：** 广州云端科技有限公司
**乙方（承包方）：** 北京智数科技有限公司

**第一条 合同标的**
甲方向乙方采购“云端智能日志分析平台”V2.0版本的授权及部署服务。

**第二条 合同金额与税务**
本合同含税总金额为人民币：106,000.00元（大写：壹拾万零陆仟元整）。
本合同适用税率为 6%，乙方应向甲方开具增值税专用发票。合同不含税金额为 100,000.00元。

**第三条 交付与验收**
1. 交付周期：2023-05-01 至 2023-06-01。
2. 履约节点：乙方需在交付周期内完成系统私有化部署、系统联调及操作培训，最终提交《系统最终验收报告》作为确收依据。
3. 项目发生地：广东省广州市天河区甲方机房。

**第四条 结算回款**
合同签订后，甲方按以下节奏付款：
验收合格并双方签署验收报告后，甲方向乙方支付100%合同款项。无质保金。

**第五条 期限**
本合同自 2023-05-01 起生效，至 2024-05-01 截止。"	"{
  ""合同签订主体"": ""甲方：广州云端科技有限公司；乙方：北京智数科技有限公司"",
  ""合同名称"": ""软件系统技术服务合同"",
  ""客户名称"": ""广州云端科技有限公司"",
  ""合同含税金额"": ""106000.00"",
  ""合同不含税金额"": ""100000.00"",
  ""税率"": ""6%"",
  ""开票类型"": ""增值税专用发票"",
  ""合同交付标的"": ""“云端智能日志分析平台”V2.0版本的授权及部署服务"",
  ""履约条款（交付验收节点）"": ""完成系统私有化部署、系统联调及操作培训，最终提交《系统最终验收报告》"",
  ""确收材料"": ""《系统最终验收报告》"",
  ""结算回款条款"": ""验收合格并双方签署验收报告后支付100%合同款项"",
  ""项目发生地"": ""广东省广州市天河区"",
  ""交付周期"": ""2023-05-01 至 2023-06-01"",
  ""质保金"": ""无"",
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2023-05-01"",
  ""合同截止时间"": ""2024-05-01""
}"																																					
DS-L1-02 (人力资源系统定制场景)	"# 智能人力资源分析系统定制开发合同

**甲方（客户）：** 星辰科技有限公司
**乙方（服务商）：** 智谱未来软件有限公司

**一、 合作标的**
乙方为甲方定制开发“HR Smart Analysis”系统，包含简历解析、员工画像生成及离职风险预测模块。

**二、 商业条款**
1. 费用总计：本合同含税金额为 ¥ 159,000.00。乙方开具 6% 增值税专用发票。不含税金额为 ¥ 150,000.00。
2. 支付方式：合同签署后支付50%，系统上线并签署《系统上线确认书》后支付50%。

**三、 交付与期限**
项目发生地为甲方深圳总部。
交付周期：2026-05-01 至 2026-07-31。
质保服务：验收合格后提供 12个月 免费运维。无质保金。

**四、 生效时间**
本合同自 2026-05-01 起生效，至质保期满为止。"	"{
  ""合同签订主体"": ""甲方：星辰科技有限公司；乙方：智谱未来软件有限公司"",
  ""合同名称"": ""智能人力资源分析系统定制开发合同"",
  ""客户名称"": ""星辰科技有限公司"",
  ""合同含税金额"": ""159000.00"",
  ""合同不含税金额"": ""150000.00"",
  ""税率"": ""6%"",
  ""开票类型"": ""增值税专用发票"",
  ""合同交付标的"": ""“HR Smart Analysis”系统定制开发"",
  ""履约条款（交付验收节点）"": ""系统上线并签署《系统上线确认书》"",
  ""确收材料"": ""《系统上线确认书》"",
  ""结算回款条款"": ""签署后支付50%，系统上线验收后支付50%"",
  ""项目发生地"": ""甲方深圳总部"",
  ""交付周期"": ""2026-05-01 至 2026-07-31"",
  ""质保金"": ""无"",
  ""质保期"": ""12个月"",
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-05-01"",
  ""合同截止时间"": ""至质保期满为止""
}"																																					
DS-L1-03 (底层算法外包场景)	"# 子图匹配算法性能优化外包协议

**发包方（甲方）：** 广州网络空间高精尖技术公司
**承包方（乙方）：** 算力矩阵科技有限公司

**1. 项目内容**
乙方负责对甲方的子图匹配及图查询处理核心 C++ 算法进行松弛剪枝逻辑的重构与性能优化。

**2. 费用及结算**
总费用（含税）为人民币 84,800.00 元。适用 6% 税率，提供增值税普通发票。
结算方式：乙方提交优化后的源码、测试报告及《验收合格报告》后，甲方一次性结清全款。

**3. 交付时间与地点**
代码交付及部署地点：线上远程交付及甲方广州机房联调。
交付时间：2026-04-15 至 2026-05-15。

**4. 期限与生效**
本协议自 2026-04-10 双方盖章之日起生效，至 2026-05-15 结束。"	"{
  ""合同签订主体"": ""发包方（甲方）：广州网络空间高精尖技术公司；承包方（乙方）：算力矩阵科技有限公司"",
  ""合同名称"": ""子图匹配算法性能优化外包协议"",
  ""客户名称"": ""广州网络空间高精尖技术公司"",
  ""合同含税金额"": ""84800.00"",
  ""合同不含税金额"": ""80000.00"",
  ""税率"": ""6%"",
  ""开票类型"": ""增值税普通发票"",
  ""合同交付标的"": ""子图匹配及图查询处理核心C++算法的松弛剪枝逻辑重构与性能优化"",
  ""履约条款（交付验收节点）"": ""提交优化后的源码、测试报告及《验收合格报告》"",
  ""确收材料"": ""《验收合格报告》"",
  ""结算回款条款"": ""验收合格后一次性结清全款"",
  ""项目发生地"": ""线上远程交付及甲方广州机房"",
  ""交付周期"": ""2026-04-15 至 2026-05-15"",
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-04-10"",
  ""合同截止时间"": ""2026-05-15""
}"																																					
DS-L1-04 (后端微服务开发场景)	"# 异步任务调度后端开发服务协议

**甲方（发包方）：** 杭州流转科技有限公司
**乙方（接包方）：** 广州码源软件工作室

**第一条 服务内容**
乙方使用 Go (Golang) 语言为甲方开发基于 gRPC 和 Redis 分布式锁的高性能异步任务调度后端模块。

**第二条 交易金额与发票**
含税金额为 ¥ 53,000.00（税率 6%，不含税价 ¥ 50,000.00）。开票类型：增值税专用发票。

**第三条 交付与验收**
1. 交付周期：2026-03-01 至 2026-04-01。
2. 验收标准：完成接口联调，并发压测达标，签署《项目结项确认单》。
3. 款项支付：签署结项确认单后30个工作日内支付 100% 费用。保留 5% 作为质保金，质保期 6个月。

**第四条 协议期限**
生效日：2026-03-01。截止日：质保期满。"	"{
  ""合同签订主体"": ""甲方：杭州流转科技有限公司；乙方：广州码源软件工作室"",
  ""合同名称"": ""异步任务调度后端开发服务协议"",
  ""客户名称"": ""杭州流转科技有限公司"",
  ""合同含税金额"": ""53000.00"",
  ""合同不含税金额"": ""50000.00"",
  ""税率"": ""6%"",
  ""开票类型"": ""增值税专用发票"",
  ""合同交付标的"": ""基于 gRPC 和 Redis 分布式锁的高性能异步任务调度后端模块开发"",
  ""履约条款（交付验收节点）"": ""完成接口联调，并发压测达标，签署《项目结项确认单》"",
  ""确收材料"": ""《项目结项确认单》"",
  ""结算回款条款"": ""结项后30个工作日内支付100%，保留5%质保金"",
  ""项目发生地"": null,
  ""交付周期"": ""2026-03-01 至 2026-04-01"",
  ""质保金"": ""5%"",
  ""质保期"": ""6个月"",
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-03-01"",
  ""合同截止时间"": ""质保期满""
}"																																					
DS-L1-05 (企业级软件授权场景)	"# LatticeFlow 自主研究系统企业版授权协议

**授权方（甲方）：** 节点跃动科技有限公司
**被授权方（乙方/客户）：** 深圳智库咨询集团

**一、 授权内容**
甲方授予乙方 LatticeFlow 自主研究系统（含多智能体协同框架模块）的一年期企业级使用权。

**二、 费用明细**
年度授权费（含税）：¥ 218,000.00。适用税率 9%。发票种类为增值税专用发票。

**三、 交付与确收**
1. 甲方于 2026-05-10 向乙方发送正式授权 License 及部署安装包。
2. 双方确认系统成功运行后，签署《软件授权交付单》。
3. 乙方在签署交付单后 15 日内全额付款。

**四、 期限**
授权及交付周期：2026-05-10 至 2027-05-09。
本协议签署日为 2026-05-05。"	"{
  ""合同签订主体"": ""授权方（甲方）：节点跃动科技有限公司；被授权方（乙方）：深圳智库咨询集团"",
  ""合同名称"": ""LatticeFlow 自主研究系统企业版授权协议"",
  ""客户名称"": ""深圳智库咨询集团"",
  ""合同含税金额"": ""218000.00"",
  ""合同不含税金额"": ""200000.00"",
  ""税率"": ""9%"",
  ""开票类型"": ""增值税专用发票"",
  ""合同交付标的"": ""LatticeFlow 自主研究系统（含多智能体协同框架模块）一年期企业级使用权"",
  ""履约条款（交付验收节点）"": ""发送 License 及安装包，系统成功运行并签署《软件授权交付单》"",
  ""确收材料"": ""《软件授权交付单》"",
  ""结算回款条款"": ""签署交付单后 15 日内全额付款"",
  ""项目发生地"": null,
  ""交付周期"": ""2026-05-10 至 2027-05-09"",
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-05-05"",
  ""合同截止时间"": ""2027-05-09""
}"																																					
DS-L1-06 (知识产权服务场景)	"# 专利申请代理及挖掘服务合同

**委托方（甲方）：** 海南蓝海创新科技有限公司
**代理方（乙方）：** 北京金诚知识产权代理事务所

**第一部分 委托事项**
甲方委托乙方就其底层技术成果进行专利挖掘，并撰写及提交 5 件发明专利申请。严格执行递进式披露撰写规范。

**第二部分 代理费用**
合同含税总价：¥ 42,400.00（大写：肆万贰仟肆佰元整）。税率 6%，不含税价 ¥ 40,000.00。乙方提供增值税普通发票。

**第三部分 进度与结算**
交付周期：2026-04-01 至 2026-06-30。
结算条款：提交国家知识产权局并取得《受理通知书》后为确收节点。取得通知书后，甲方支付全款。无质保金要求。

**第四部分 生效**
签署日期：2026-03-25。协议有效期至所有专利结案为止。"	"{
  ""合同签订主体"": ""委托方（甲方）：海南蓝海创新科技有限公司；代理方（乙方）：北京金诚知识产权代理事务所"",
  ""合同名称"": ""专利申请代理及挖掘服务合同"",
  ""客户名称"": ""海南蓝海创新科技有限公司"",
  ""合同含税金额"": ""42400.00"",
  ""合同不含税金额"": ""40000.00"",
  ""税率"": ""6%"",
  ""开票类型"": ""增值税普通发票"",
  ""合同交付标的"": ""专利挖掘，并撰写及提交 5 件发明专利申请"",
  ""履约条款（交付验收节点）"": ""提交国家知识产权局并取得《受理通知书》"",
  ""确收材料"": ""《受理通知书》"",
  ""结算回款条款"": ""取得通知书后，甲方支付全款"",
  ""项目发生地"": null,
  ""交付周期"": ""2026-04-01 至 2026-06-30"",
  ""质保金"": ""无"",
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-03-25"",
  ""合同截止时间"": ""至所有专利结案为止""
}"																																					
DS-L1-07 (OCR文档解析引擎采购)	"# 企业级文档解析引擎商业授权合同

**甲方（买方）：** 广州远大财务科技有限公司
**乙方（卖方）：** 上海浦江智能技术有限公司

**一、 标的物**
企业级 OCR 文档解析引擎（MinerU 商业增强版）授权及后端推理加速服务。

**二、 费用与支付**
总含税金额：¥ 109,000.00。税率 9%。
开票类型：增值税专用发票。
甲方于合同生效后一周内预付 40%，乙方完成现场部署调优并由甲方出具《部署验收单》后支付剩余 60%。

**三、 交付与实施**
项目发生地：广州市天河区软件园甲方研发中心。
交付周期：2026-05-15 至 2026-06-15。
提供为期 1年 的技术质保，不扣留质保金。

**四、 生效日期**
本合同自 2026-05-10 起正式生效。"	"{
  ""合同签订主体"": ""甲方（买方）：广州远大财务科技有限公司；乙方（卖方）：上海浦江智能技术有限公司"",
  ""合同名称"": ""企业级文档解析引擎商业授权合同"",
  ""客户名称"": ""广州远大财务科技有限公司"",
  ""合同含税金额"": ""109000.00"",
  ""合同不含税金额"": ""100000.00"",
  ""税率"": ""9%"",
  ""开票类型"": ""增值税专用发票"",
  ""合同交付标的"": ""企业级 OCR 文档解析引擎（MinerU 商业增强版）授权及后端推理加速服务"",
  ""履约条款（交付验收节点）"": ""完成现场部署调优并出具《部署验收单》"",
  ""确收材料"": ""《部署验收单》"",
  ""结算回款条款"": ""预付 40%，部署验收后支付 60%"",
  ""项目发生地"": ""广州市天河区软件园甲方研发中心"",
  ""交付周期"": ""2026-05-15 至 2026-06-15"",
  ""质保金"": ""不扣留"",
  ""质保期"": ""1年"",
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-05-10"",
  ""合同截止时间"": null
}"																																					
DS-L1-08 (硬件服务器采购场景)	"# 研发中心服务器及配件采购合同

**需方（甲方）：** 网络空间高级计算实验室
**供方（乙方）：** 华南数码设备供应链有限公司

**1. 采购内容**
定制化计算节点服务器 5 台（配置包含 Intel 14600KF CPU，MSI B760M 主板等核心硬件）。

**2. 商务条款**
含税总额：人民币 67,800.00 元。增值税专用发票，税率为 13%。

**3. 交货及付款**
交付周期：2026-06-01 至 2026-06-10。
项目发生地：广州大学城校区。
乙方按时将设备运送至指定地点，甲方清点无误并完成 OS 系统安装测试后，出具《入库单》。乙方凭《入库单》与发票结清100%全款。质保期为 36个月。

**4. 签署日**
2026-05-25。"	"{
  ""合同签订主体"": ""需方（甲方）：网络空间高级计算实验室；供方（乙方）：华南数码设备供应链有限公司"",
  ""合同名称"": ""研发中心服务器及配件采购合同"",
  ""客户名称"": ""网络空间高级计算实验室"",
  ""合同含税金额"": ""67800.00"",
  ""合同不含税金额"": ""60000.00"",
  ""税率"": ""13%"",
  ""开票类型"": ""增值税专用发票"",
  ""合同交付标的"": ""定制化计算节点服务器 5 台"",
  ""履约条款（交付验收节点）"": ""运送设备、清点无误并完成 OS 系统安装测试，出具《入库单》"",
  ""确收材料"": ""《入库单》"",
  ""结算回款条款"": ""凭入库单与发票结清100%全款"",
  ""项目发生地"": ""广州大学城校区"",
  ""交付周期"": ""2026-06-01 至 2026-06-10"",
  ""质保金"": null,
  ""质保期"": ""36个月"",
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-05-25"",
  ""合同截止时间"": null
}"																																					
DS-L1-09 (运维技术服务场景)	"# Linux 集群运维与网络优化服务合同

**甲方：** 云端矩阵科技有限公司
**乙方：** 极客运维服务中心

**第一条 标的**
乙方为甲方提供为期三个月的 Linux 集群日常巡检、Docker Compose 编排优化及网络代理配置服务。

**第二条 费用**
总服务费（含税）：¥ 31,800.00。税率 6%，增值税普通发票。

**第三条 交付与结算**
交付周期：2026-07-01 至 2026-09-30。
按月结算，乙方每月提供《服务器运维月报》，甲方确认无误后凭月报确认当月收入并支付款项。

**第四条 附则**
本合同自 2026-07-01 生效，至 2026-09-30 终止。"	"{
  ""合同签订主体"": ""甲方：云端矩阵科技有限公司；乙方：极客运维服务中心"",
  ""合同名称"": ""Linux 集群运维与网络优化服务合同"",
  ""客户名称"": ""云端矩阵科技有限公司"",
  ""合同含税金额"": ""31800.00"",
  ""合同不含税金额"": ""30000.00"",
  ""税率"": ""6%"",
  ""开票类型"": ""增值税普通发票"",
  ""合同交付标的"": ""Linux 集群日常巡检、Docker Compose 编排优化及网络代理配置服务"",
  ""履约条款（交付验收节点）"": ""每月提供《服务器运维月报》并经甲方确认"",
  ""确收材料"": ""《服务器运维月报》"",
  ""结算回款条款"": ""按月结算"",
  ""项目发生地"": null,
  ""交付周期"": ""2026-07-01 至 2026-09-30"",
  ""质保金"": null,
  ""质保期"": null,
  ""是否涉及农民工代付"": false,
  ""是否涉及垫付"": false,
  ""合同开始时间"": ""2026-07-01"",
  ""合同截止时间"": ""2026-09-30""
}"																																					
